Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,2.631587161963656e-05,8.851401866338148e-05,3.6418060076275656e-05,3.443784083318924e-05,2.4872462752035945e-05,3.219867732209522e-05,2.869288460376434e-05,2.9078904169352042e-05,2.870997780672501e-05,2.400032003009281e-05,2.400032003009281e-05,1.827024467785733e-05,1.1738602081372299e-05,5.9618705389928804e-05,2.3635089155160742e-05
Global Average,2.631587161963656e-05,8.851401866338148e-05,3.6418060076275656e-05,3.443784083318924e-05,2.4872462752035945e-05,3.219867732209522e-05,2.869288460376434e-05,2.9078904169352042e-05,2.870997780672501e-05,2.400032003009281e-05,2.400032003009281e-05,1.827024467785733e-05,1.1738602081372299e-05,5.9618705389928804e-05,2.3635089155160742e-05
