Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,1.8039350442429712e-05,5.122177972802049e-05,2.6694267065293693e-05,2.783236282620169e-05,1.3096554907781932e-05,1.6954570056560777e-05,1.5049116790845733e-05,1.5290655857017134e-05,2.066897893538165e-05,2.3525687052908177e-05,2.3525687052908173e-05,1.705113854294239e-05,1.098382342980989e-05,5.452280258985513e-05,2.1993845366700437e-05
Global Average,1.8039350442429712e-05,5.122177972802049e-05,2.6694267065293693e-05,2.783236282620169e-05,1.3096554907781932e-05,1.6954570056560777e-05,1.5049116790845733e-05,1.5290655857017134e-05,2.066897893538165e-05,2.3525687052908177e-05,2.3525687052908173e-05,1.705113854294239e-05,1.098382342980989e-05,5.452280258985513e-05,2.1993845366700437e-05
