Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,6594887046.776744,745485613.463065,2893294396.5511913,3134431859.129959,37313848828.764145,6732190521.383401,19319558403.131123,12007602516.375435,4742073305.002936,4810720749.675034,4810720749.675034,4936396919.642329,20563522277.0898,992945895.5806336,3410266110.7437153
Global Average,6594887046.776744,745485613.463065,2893294396.5511913,3134431859.129959,37313848828.764145,6732190521.383401,19319558403.131123,12007602516.375435,4742073305.002936,4810720749.675034,4810720749.675034,4936396919.642329,20563522277.0898,992945895.5806336,3410266110.7437153
