Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,15111641179.818916,8871267905.358665,46282863500.44973,22299954415.27215,9472547085.638721,22852951391.63785,21817436205.413143,54142934682.68971,192519749631.47787,16836545677.039194,16836545677.039194,27355516959.339924,12872146787.434008,35029742024.5253,75257405771.29922
Global Average,15111641179.818916,8871267905.358665,46282863500.44973,22299954415.27215,9472547085.638721,22852951391.63785,21817436205.413143,54142934682.68971,192519749631.47787,16836545677.039194,16836545677.039194,27355516959.339924,12872146787.434008,35029742024.5253,75257405771.29922
