Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,8.620036008500042e-06,6.494066803847504e-05,1.265663265422914e-05,9.647287285455978e-06,7.247658519607813e-06,1.661311204624604e-05,1.3617275972004296e-05,1.3139443166370585e-05,3.46135534149168e-05,2.6479512154467018e-05,2.6479512154467018e-05,4.592724190589901e-05,1.3219857705639051e-05,0.00025995124091828014,6.623480543960893e-05
Global Average,8.620036008500042e-06,6.494066803847504e-05,1.265663265422914e-05,9.647287285455978e-06,7.247658519607813e-06,1.661311204624604e-05,1.3617275972004296e-05,1.3139443166370585e-05,3.46135534149168e-05,2.6479512154467018e-05,2.6479512154467018e-05,4.592724190589901e-05,1.3219857705639051e-05,0.00025995124091828014,6.623480543960893e-05
