Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,9.7239443883945e-05,0.00028067221713541526,0.0001453461593149105,0.00015142825391238428,7.076493085139061e-05,9.146034645728853e-05,8.000525476201585e-05,8.210236032886735e-05,0.00010780523176173337,0.0001225075116609799,0.0001225075116609799,8.976702154980472e-05,5.7638435135576604e-05,0.00023711850906442001,0.00010627730816897567
Global Average,9.7239443883945e-05,0.00028067221713541526,0.0001453461593149105,0.00015142825391238428,7.076493085139061e-05,9.146034645728853e-05,8.000525476201585e-05,8.210236032886735e-05,0.00010780523176173337,0.0001225075116609799,0.0001225075116609799,8.976702154980472e-05,5.7638435135576604e-05,0.00023711850906442001,0.00010627730816897567
