Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,2.5438835006946893e-05,0.00010940576961467954,4.767423321505122e-05,5.08166960743697e-05,3.304024611553909e-05,7.413268997423024e-05,5.120223298212657e-05,5.549676835766189e-05,5.82912015876301e-05,8.71596593359341e-05,8.715965933593409e-05,6.299436389177054e-05,1.6858592046527496e-05,0.00018127396977499647,6.797027169656348e-05
Global Average,2.5438835006946893e-05,0.00010940576961467954,4.767423321505122e-05,5.08166960743697e-05,3.304024611553909e-05,7.413268997423024e-05,5.120223298212657e-05,5.549676835766189e-05,5.82912015876301e-05,8.71596593359341e-05,8.715965933593409e-05,6.299436389177054e-05,1.6858592046527496e-05,0.00018127396977499647,6.797027169656348e-05
