Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,675355.3874057967,280756.9448744591,411034.36992712476,413111.922102233,2059112.171305152,480276.7264658511,1215127.492732723,771035.9034212898,429467.5797504225,265799.138085089,265799.138085089,398286.1178451116,1058192.643980107,223186.8758472961,328259.1292550474
Global Average,675355.3874057967,280756.9448744591,411034.36992712476,413111.922102233,2059112.171305152,480276.7264658511,1215127.492732723,771035.9034212898,429467.5797504225,265799.138085089,265799.138085089,398286.1178451116,1058192.643980107,223186.8758472961,328259.1292550474
