Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,69347850.0,59441200.0,262533850.0,133744800.0,49578400.0,97497400.0,76577750.0,223653550.0,762523350.0,30615200.0,30615200.0,76949350.0,48582600.0,120188800.0,245720750.0
Global Average,69347850.0,59441200.0,262533850.0,133744800.0,49578400.0,97497400.0,76577750.0,223653550.0,762523350.0,30615200.0,30615200.0,76949350.0,48582600.0,120188800.0,245720750.0
