Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,0.004900552047479284,0.010624203534217936,0.006222296502949462,0.0062335226377571405,0.003093140692186792,0.00511212532284179,0.005127611391924034,0.00459542758121543,0.006142060911468649,0.01776075886625267,0.017760758866252665,0.006341756127958506,0.003199403637385284,0.014684041314131441,0.00673701808901043
Global Average,0.004900552047479284,0.010624203534217936,0.006222296502949462,0.0062335226377571405,0.003093140692186792,0.00511212532284179,0.005127611391924034,0.00459542758121543,0.006142060911468649,0.01776075886625267,0.017760758866252665,0.006341756127958506,0.003199403637385284,0.014684041314131441,0.00673701808901043
