Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,0.5862739400346518,0.8365008230600238,0.7186390217766291,0.7610525211606779,0.6591065722038365,0.5331139836456726,0.4427240117730988,0.5186881419517821,0.483974573024063,0.22785381088369458,0.22785381088369458,0.35351839567211746,0.4769453724210581,0.35184265576309987,0.3735847137113741
Global Average,0.5862739400346518,0.8365008230600238,0.7186390217766291,0.7610525211606779,0.6591065722038365,0.5331139836456726,0.4427240117730988,0.5186881419517821,0.483974573024063,0.22785381088369458,0.22785381088369458,0.35351839567211746,0.4769453724210581,0.35184265576309987,0.3735847137113741
