Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,2.239344149184327e-05,9.575063319900538e-05,3.176262257910319e-05,2.940795659748517e-05,1.233975810001346e-05,1.6010200887795352e-05,1.4280226382693626e-05,1.4457257256724585e-05,2.0365571687590516e-05,1.2438345762438995e-05,1.2438345762438995e-05,1.8160455168392207e-05,1.1579496019628e-05,5.4773033854679706e-05,2.1994107094209572e-05
Global Average,2.239344149184327e-05,9.575063319900538e-05,3.176262257910319e-05,2.940795659748517e-05,1.233975810001346e-05,1.6010200887795352e-05,1.4280226382693626e-05,1.4457257256724585e-05,2.0365571687590516e-05,1.2438345762438995e-05,1.2438345762438995e-05,1.8160455168392207e-05,1.1579496019628e-05,5.4773033854679706e-05,2.1994107094209572e-05
