Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,0.0006345003443379834,0.0024320557535964524,0.0009087548387612172,0.0008363710361074721,0.0006113838686329317,0.001051305168783325,0.0007755707300633663,0.0008412189469421178,0.0009131532424325624,0.002800763771346637,0.002800763771346637,0.0006899707965412767,0.00030301232602967875,0.001744378141029733,0.000738740563776011
Global Average,0.0006345003443379834,0.0024320557535964524,0.0009087548387612172,0.0008363710361074721,0.0006113838686329317,0.001051305168783325,0.0007755707300633663,0.0008412189469421178,0.0009131532424325624,0.002800763771346637,0.002800763771346637,0.0006899707965412767,0.00030301232602967875,0.001744378141029733,0.000738740563776011
