Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,2988320.0,1373720.0,1854808.125248351,1812840.0,9225680.0,2862420.0,6071840.0,4087919.3243486076,2577760.824251158,5834400.0,5834400.0,2818920.0,5144200.0,1462833.333333333,2091070.6524135452
Global Average,2988320.0,1373720.0,1854808.125248351,1812840.0,9225680.0,2862420.0,6071840.0,4087919.3243486076,2577760.824251158,5834400.0,5834400.0,2818920.0,5144200.0,1462833.333333333,2091070.6524135452
