Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,3.113930346719392e-06,2.428165774621495e-05,5.384880677909764e-06,3.559579868401133e-06,2.2900194012156796e-06,7.872966974072422e-06,4.611287564621503e-06,5.289939241652107e-06,2.3091997578691765e-05,1.295035215293402e-05,1.2950352152934019e-05,3.475432414667012e-05,9.3040814206348e-06,0.00016282838264969864,4.987107228760531e-05
Global Average,3.113930346719392e-06,2.428165774621495e-05,5.384880677909764e-06,3.559579868401133e-06,2.2900194012156796e-06,7.872966974072422e-06,4.611287564621503e-06,5.289939241652107e-06,2.3091997578691765e-05,1.295035215293402e-05,1.2950352152934019e-05,3.475432414667012e-05,9.3040814206348e-06,0.00016282838264969864,4.987107228760531e-05
