Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,2.1753602133171913e-06,1.5013736354115873e-05,4.045355379595303e-06,2.9384249062672626e-06,1.2417153385699903e-06,4.272571162970191e-06,2.496804163211263e-06,2.867879336093747e-06,1.7057980912111895e-05,1.29797572376273e-05,1.2979757237627299e-05,3.307180594550451e-05,8.857744860766028e-06,0.00015566363971455678,4.7508591414415684e-05
Global Average,2.1753602133171913e-06,1.5013736354115873e-05,4.045355379595303e-06,2.9384249062672626e-06,1.2417153385699903e-06,4.272571162970191e-06,2.496804163211263e-06,2.867879336093747e-06,1.7057980912111895e-05,1.29797572376273e-05,1.2979757237627299e-05,3.307180594550451e-05,8.857744860766028e-06,0.00015566363971455678,4.7508591414415684e-05
