Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,5.128854343386819,8.332202060794756,6.485278549622694,6.670095590939144,5.715634800853597,6.175772847024736,4.120219910768212,5.26690157875235,5.886725715976067,11.080620454638153,11.080620454638153,5.1117094766715505,4.57094160632532,4.643770290229235,4.801455959467011
Global Average,5.128854343386819,8.332202060794756,6.485278549622694,6.670095590939144,5.715634800853597,6.175772847024736,4.120219910768212,5.26690157875235,5.886725715976067,11.080620454638153,11.080620454638153,5.1117094766715505,4.57094160632532,4.643770290229235,4.801455959467011
