Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,1.4584234875123847e-06,4.639439228883737e-06,1.9992769332858856e-06,1.8970863885821882e-06,1.3514198028149786e-06,1.7461815532609895e-06,1.5590001750693978e-06,1.5787153579317059e-06,1.5703957103502794e-06,1.3145545173208482e-06,1.314554517320848e-06,1.0082244028224933e-06,6.484074113158056e-07,3.194054908141659e-06,1.2958132114813393e-06
Global Average,1.4584234875123847e-06,4.639439228883737e-06,1.9992769332858856e-06,1.8970863885821882e-06,1.3514198028149786e-06,1.7461815532609895e-06,1.5590001750693978e-06,1.5787153579317059e-06,1.5703957103502794e-06,1.3145545173208482e-06,1.314554517320848e-06,1.0082244028224933e-06,6.484074113158056e-07,3.194054908141659e-06,1.2958132114813393e-06
