Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,3427755.387405796,1553396.944874459,2121557.641007153,2082231.922102233,10622312.17130515,3222376.726465851,6890607.492732722,4633659.407464416,2862833.8867329387,6007799.138085089,6007799.138085089,3080686.117845112,5824792.643980107,1601853.542513963,2300832.0329439403
Global Average,3427755.387405796,1553396.944874459,2121557.641007153,2082231.922102233,10622312.17130515,3222376.726465851,6890607.492732722,4633659.407464416,2862833.8867329387,6007799.138085089,6007799.138085089,3080686.117845112,5824792.643980107,1601853.542513963,2300832.0329439403
