Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,0.00039997590861094967,0.0018124364656368504,0.0007458643365499616,0.0007809633909364362,0.0001402420472549834,0.0004703489950120665,0.0002221930853255035,0.00029833163168932784,0.0006503733442879165,0.0015692197016422757,0.0015692197016422757,0.0006799049610128861,0.00019119477753538672,0.0029521425777710064,0.000917360079046785
Global Average,0.00039997590861094967,0.0018124364656368504,0.0007458643365499616,0.0007809633909364362,0.0001402420472549834,0.0004703489950120665,0.0002221930853255035,0.00029833163168932784,0.0006503733442879165,0.0015692197016422757,0.0015692197016422757,0.0006799049610128861,0.00019119477753538672,0.0029521425777710064,0.000917360079046785
