Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,23875993.120507803,8104982.995999243,12828371.252236255,12441974.07488311,63208772.67591184,19219181.74108199,52499034.85577415,30093106.84386098,17765579.00592293,26911501.684457485,26911501.684457485,20613543.99081963,41384309.49723133,11018082.249849554,15750934.958517991
Global Average,23875993.120507803,8104982.995999243,12828371.252236255,12441974.07488311,63208772.67591184,19219181.74108199,52499034.85577415,30093106.84386098,17765579.00592293,26911501.684457485,26911501.684457485,20613543.99081963,41384309.49723133,11018082.249849554,15750934.958517991
