Region,bulk_carrier_capesize_ice,bulk_carrier_handy_ice,bulk_carrier_ice,bulk_carrier_panamax_ice,container_15000_teu_ice,container_3500_teu_ice,container_8000_teu_ice,container_ice,fleet,gas_carrier_100k_cbm_ice,gas_carrier_ice,tanker_100k_dwt_ice,tanker_300k_dwt_ice,tanker_35k_dwt_ice,tanker_ice
Global,5144624682.2892475,4908171572.257359,19950573962.013786,9897777707.467182,3618619150.9481354,9407449477.00919,6023260951.312974,19049329579.270298,74771423528.23592,11969187042.567,11969187042.567,9185814451.36506,3890490359.5697365,10726028133.450031,23802332944.384827
Global Average,5144624682.2892475,4908171572.257359,19950573962.013786,9897777707.467182,3618619150.9481354,9407449477.00919,6023260951.312974,19049329579.270298,74771423528.23592,11969187042.567,11969187042.567,9185814451.36506,3890490359.5697365,10726028133.450031,23802332944.384827
